collection_number,locality_id,continent,country,state,latitude_band,paleoocean,latitude,longitude,paleolatitude,paleolongitude,formation,member,stratscale,collection_name,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,age_range,time_interval_type,early_epoch,late_epoch,early_period,late_period,early_era,late_era,reference,collection_comments,age_evaluation,comments_evaluation,fossil_type,reference_display,reference_key
L_2564,3378,Europe,United Kingdom,East Sussex,Northern Temperate,Tethys Seaway,50.86189,0.06888,45.63,1.07,,,,Bognor Regis,,1,Cenomanian,Maastrichtian,100.5,66,34.5,Epoch,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 1982,"Coordinates estimated from Glynde, UK, State identified as English county",invalid,age not justified,"vertebrae, fin spines",Maisey 1982,maisey 1982
L_2565,3379,Europe,United Kingdom,,Northern Temperate,Tethys Seaway,51.50259,-0.12567,47.55,0.72,,,,London (unknown),,1,Cenomanian,Maastrichtian,100.5,66,34.5,Epoch,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 1982,"Coordinates estimated from London (Capital of the UK), locality details lacking",invalid,age not justified,"fin spines, teeth",Maisey 1982,maisey 1982
L_2566,3380,Europe,United Kingdom,Greater London,Northern Temperate,Tethys Seaway,51.40704,0.0159,42.7,-0.56,Upper Chalk,,,London (Upper Chalk),,1,Cenomanian,Maastrichtian,100.5,66,34.5,Epoch,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 1982,"Coordinates estimated from Bromley, State identified as English county",valid,age of the Upper Chalk based on Lydekker 1889,fin spines,Maisey 1982,maisey 1982
L_2567,4931,Europe,United Kingdom,Kent,Northern Temperate,Tethys Seaway,51.08121,1.1671,41.78,6.33,Gault Clay,,,Kent (Gault Clay),,1,Albian,Albian,113,100.5,12.5,Stage,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 1982,"Coordinates estimated from  Folkestone, UK, State identified as English county",invalid,age not justified,fin spines,Maisey 1982,maisey 1982
L_2568,3381,Europe,United Kingdom,Cambridgeshire,Northern Temperate,Tethys Seaway,52.15519,0.1272,42.64,4.16,Greensand,,,Cambridge (Greensand),,1,Aptian,Aptian,121.4,113,8.4,Stage,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 1982,"Coordinates estimated from Cambridge, UK, State identified as English county",valid,age of Greensand based on Seeley 1861,fin spines,Maisey 1982,maisey 1982
L_2569,3382,Europe,United Kingdom,Kent,Northern Temperate,Tethys Seaway,51.27072,0.5266,40.21,10.45,Greensand,,,Kent (Greensand),,1,Aptian,Aptian,121.4,113,8.4,Stage,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 1982,"Coordinates estimated from Maidstone, UK, State identified as English county",valid,age of Greensand based on Seeley 1862,fin spines,Maisey 1982,maisey 1982
L_2560,3376,Europe,United Kingdom,Kent,Northern Temperate,Tethys Seaway,51.08121,1.1671,42.16,4.88,Grey Chalk,,,Kent (Grey Chalk),,1,Cenomanian,Cenomanian,100.5,93.9,6.6,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 1985,"Coordinates estimated from  Folkestone, UK, State identified as English county",valid,age of the Grey Chalk based on Keller et al. 2001,skeletal remains,Maisey 1985,maisey 1985
L_3051,3791,South America,Brazil,,Tropical,Atlantic,-6.088535,-43.72655,-8.45,-10.68,Santana Formation,Romualdo Member,,north-eastern Brazil ,,1,Berriasian,Albian,145,100.5,44.5,Epoch,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 1994,coordinates of general area; hybodonts also reported in this study,valid,age justified in the text,dental plates,Maisey 1994,maisey 1994
L_2973,3720,South America,Brazil,Araripina,Tropical,Atlantic,-7.3866667,-40.1530556,-10.41,-13.34,Santana Formation,,,Araripe Basin,,1,Berriasian,Albian,145,100.5,44.5,Epoch,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Maisey 2000,"coordinates of basin, from wikipedia; instead of state: municipality; hybodonts also reported in this study",valid,age justified in the text,teeth,Maisey 2000,maisey 2000
PBDB_149624,324,Asia,Russia,,Northern Temperate,Neo-Tethys,56.28376,65.562668,54.72,63.17,Tavda,,formation,"Kurgan, south of",,1,Priabonian,Priabonian,37.71,33.9,3.81,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina 2006,based on political unit; 14 km south of Kurgan,valid,Changed max_ma from 38 to 37.71 based on ISC chart 2022,,Malyshkina 2006,malyshkina 2006
PBDB_149625,325,Asia,Russia,,Northern Temperate,Neo-Tethys,55.488922,65.376595,53.77,63.04,Tavda,,formation,Kurgan brick factory,,3,Priabonian,Priabonian,37.71,33.9,3.81,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina 2006,"based on political unit; The clay quarry of the Kurgan brick factory in the northern part of Kurgan city, South TransUrals, Russia.",valid,Changed max_ma from 38 to 37.71 based on ISC chart 2022,,Malyshkina 2006,malyshkina 2006
PBDB_149626,326,Asia,Russia,,Northern Temperate,Neo-Tethys,56.860535,63.146484,55.27,60.83,Tavda,,formation,Derney,,4,Priabonian,Priabonian,37.71,33.9,3.81,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina 2006,based on political unit; 14 km south of Kurgan,valid,Changed max_ma from 38 to 37.71 based on ISC chart 2022,,Malyshkina 2006,malyshkina 2006
L_1246,2348,Asia,Uzbekistan,,Northern Temperate,Neo-Tethys,41.65,64.66222222,41.22,63.21,Suzak,Dzheroy Sand,,"Dzheroy-3, Ph-1",,15,Ypresian,Ypresian,56,47.8,8.2,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina and Ward 2016,,valid,age justified in the text,teeth,Malyshkina & Ward 2016,malyshkina & ward 2016
L_1247,2348,Asia,Uzbekistan,,Northern Temperate,Neo-Tethys,41.65,64.66222222,41.95,63.38,Alay,Dzheroy Sand,,"Dzheroy-3, Ph-2",,16,Ypresian,Ypresian,56,47.8,8.2,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina and Ward 2016,late Ypressian according to the authors,valid,age justified in the text,teeth,Malyshkina & Ward 2016,malyshkina & ward 2016
L_1248,4817,Asia,Uzbekistan,,Northern Temperate,Neo-Tethys,41.65,64.66222222,40.63,62.99,Turkestan,Dzheroy Sand,,"Dzheroy-3, Ph-3",,18,middle Eocene,middle Eocene,47.8,37.71,10.09,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina and Ward 2016,mid Lutetian according to the authors,valid,age justified in the text,teeth,Malyshkina & Ward 2016,malyshkina & ward 2016
L_1249,2349,Asia,Uzbekistan,,Northern Temperate,Neo-Tethys,42.441111,63.461389,42.46,62.09,,,bed,Sarbatyr 5,SB 5,2,early Eocene,early Eocene,56,47.8,8.2,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina and Ward 2016,coordinates estimated from a nearby landmark,valid,age justified in the text,teeth,Malyshkina & Ward 2016,malyshkina & ward 2016
L_1250,2349,Asia,Uzbekistan,,Northern Temperate,Neo-Tethys,42.441111,63.461389,42.07,62.01,,,bed,Sarbatyr 7,SB 7,14,early Eocene,early Eocene,56,47.8,8.2,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina and Ward 2016,coordinates estimated from a nearby landmark,valid,age justified in the text,teeth,Malyshkina & Ward 2016,malyshkina & ward 2016
L_1251,4817,Asia,Uzbekistan,,Northern Temperate,Neo-Tethys,41.65,64.66222222,40.16,62.83,,,group of beds,Dzheroy-1,Dzh-1,10,middle Eocene,middle Eocene,47.8,37.71,10.09,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina and Ward 2016,coordinates estimated from a nearby landmark,valid,age justified in the text,teeth,Malyshkina & Ward 2016,malyshkina & ward 2016
L_1252,2351,Asia,Uzbekistan,,Northern Temperate,Neo-Tethys,47.21946,55.52344,46.62,53.95,,,group of beds,Aktulagay(1-5),AKT-,11,early Eocene,early Eocene,56,47.8,8.2,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Malyshkina and Ward 2016,coordinates estimated from a nearby landmark,valid,age justified in the text,teeth,Malyshkina & Ward 2016,malyshkina & ward 2016
L_1216,2328,Europe,Russia,,Northern Temperate,Neo-Tethys,44.33952,40.12672,43.15,39.4,,,,Gornyi Luch,,10,middle Miocene,middle Miocene,15.97,11.63,4.34,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Malyshkina et al. 2013,coordinates estimated from a nearby landmark; bony fishes also reported in this study,valid,Bartonian also suggested by the authors,teeth,Malyshkina Et Al. 2013,malyshkina et al. 2013
L_1217,2329,Europe,Russia,,Northern Temperate,Neo-Tethys,44.78018333,33.86086667,43.64,33.26,,,,Bakhchisarai,,12,middle Miocene,middle Miocene,15.97,11.63,4.34,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Malyshkina et al. 2013,coordinates estimated from a nearby landmark; bony fishes also reported in this study,valid,Bartonian also suggested by the authors,teeth,Malyshkina Et Al. 2013,malyshkina et al. 2013
PBDB_215118,1196,Asia,Russia,,Northern Temperate,Pacific,43.849998,146.785004,26.67,-174.19,Malokurilsk,,group of beds,"Locality 24a/1985, Malokurilsk-Gorobiec-Krabozavodsk road, Shikotan",,1,late Maastrichtian,late Maastrichtian,72.1,66,6.1,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Malyshkina et al. 2020,"based on nearby landmark; Quarry along Malokurilsk-Gorobiec-Krabozavodsk road, Shikotan",valid,"From PBDB: Shachmaticeramus kusoriensis-Sh. delfinensis zone, placed in lower Upper Maastrichtian on strat column",,Malyshkina Et Al. 2020,malyshkina et al. 2020
PBDB_91586,2079,Europe,Germany,,Northern Temperate,Tethys Seaway,52.433334,9.616667,40.04,21.45,,,group of beds,"Clay Pit, Engelbostel, Hannover",,4,Early Hauterivian,Early Hauterivian,132.6,129.4,3.2,Sub-Stage,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Malzahn 1979,based on nearby landmark;,valid,,,Malzahn 1979,malzahn 1979
PBDB_72267,1878,Asia,Japan,Fukushima,Northern Temperate,Pacific,37.166668,140.949997,42.6,141.29,Ashizawa,Obisagawa,member,"Tsurubo area, Iwaki City, Ashizawa Formation",Ammonite Center,1,late Cretaceous,late Cretaceous,100.5,66,34.5,Epoch,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Manabe et al. 2003,based on nearby landmark;,valid,,,Manabe Et Al. 2003,manabe et al. 2003
L_975,4681,Europe,Spain,Barcelona,Northern Temperate,Mediterranean,41.476667,1.982222,41.35,1.97,,,,Castellbisbal,CB,1,Pliocene,Pliocene,5.333,2.58,2.753,Epoch,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Mañe et al. 1996,coordinates estimates from a nearby landmark,invalid,age not justified,teeth,Ma√±e Et Al. 1996,mane et al. 1996
L_976,4682,Europe,Spain,Barcelona,Northern Temperate,Mediterranean,41.439167,2.010556,41.22,1.98,,,,El Papiol,P,12,Pliocene,Pliocene,5.333,2.58,2.753,Epoch,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Mañe et al. 1996,coordinates estimates from a nearby landmark,invalid,age not justified,teeth,Ma√±e Et Al. 1996,mane et al. 1996
L_977,4683,Europe,Spain,Barcelona,Northern Temperate,Mediterranean,41.71,2.21,41.53,2.19,,,,Molins de Rei,MRB,1,Pliocene,Pliocene,5.333,2.58,2.753,Epoch,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Mañe et al. 1996,coordinates estimates from a nearby landmark,invalid,age not justified,teeth,Ma√±e Et Al. 1996,mane et al. 1996
L_978,4684,Europe,Spain,Barcelona,Northern Temperate,Mediterranean,41.413889,2.015833,41.23,2,,,,Molins de Rey,MRT,3,Pliocene,Pliocene,5.333,2.58,2.753,Epoch,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Mañe et al. 1996,coordinates estimates from a nearby landmark,invalid,age not justified,teeth,Ma√±e Et Al. 1996,mane et al. 1996
L_979,4685,Europe,Spain,Barcelona,Northern Temperate,Mediterranean,41.393227,2.009708,41.21,1.99,,,,Sant Vicenc dels Horts,SVH,2,Pliocene,Pliocene,5.333,2.58,2.753,Epoch,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Mañe et al. 1996,coordinates estimates from a nearby landmark,invalid,age not justified,teeth,Ma√±e Et Al. 1996,mane et al. 1996
L_980,4687,Europe,Spain,Barcelona,Northern Temperate,Mediterranean,41.383333,2.043889,41.2,2.02,,,,Sant Feliu de Llobregat,SFT,1,Pliocene,Pliocene,5.333,2.58,2.753,Epoch,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Mañe et al. 1996,coordinates estimates from a nearby landmark,invalid,age not justified,teeth,Ma√±e Et Al. 1996,mane et al. 1996
PBDB_91329,2063,Europe,Spain,,Northern Temperate,Mediterranean,41.779446,1.988889,41.6,1.97,,,,Llobregat,,4,Pliocene,Pliocene,5.333,2.58,2.753,Epoch,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Mane et al. 2003,estimated from map;,valid,Pliocene stated in the text,,Mane Et Al. 2003,mane et al. 2003
PBDB_90578,2050,Oceania,New Zealand,,Southern Temperate,Pacific,-43.049999,172.616669,-59.2,-158.02,Waipara Greensand,,member,Laidmore Road Ford S1,Waipara River,9,Teurian,Teurian,66,55.8,10.2,NZ Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Mannering and Hiller 2008,"based on nearby landmark; coordinate extrapolated northwards from Boby Stream, shown on map as about 2 km south of the ford",valid,,,Mannering & Hiller 2008,mannering & hiller 2008
PBDB_90579,2050,Oceania,New Zealand,,Southern Temperate,Pacific,-43.049999,172.616669,-59.85,-156.9,Waipara Greensand,,member,Laidmore Road Ford S2,Waipara River,15,Teurian,Teurian,66,55.8,10.2,NZ Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Mannering and Hiller 2008,"based on nearby landmark; coordinate extrapolated northwards from Boby Stream, shown on map as about 2 km south of the ford",valid,,,Mannering & Hiller 2008,mannering & hiller 2008
PBDB_90580,2050,Oceania,New Zealand,,Southern Temperate,Pacific,-43.049999,172.616669,-60.18,-156.76,Waipara Greensand,,member,Laidmore Road Ford S3,Waipara River,7,Teurian,Teurian,66,55.8,10.2,NZ Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Mannering and Hiller 2008,"based on nearby landmark; coordinate extrapolated northwards from Boby Stream, shown on map as about 2 km south of the ford",valid,,,Mannering & Hiller 2008,mannering & hiller 2008
PBDB_90581,2051,Oceania,New Zealand,,Southern Temperate,Pacific,-43.116669,172.483337,-59.58,-157.24,Waipara Greensand,,member,Ohuriawa Gorge S4,Waipara River,4,Teurian,Teurian,66,55.8,10.2,NZ Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Mannering and Hiller 2008,based on nearby landmark; coordinate based on Mount Karetu because Karetu Downs is shown on map as about 1 km to the west,valid,,,Mannering & Hiller 2008,mannering & hiller 2008
PBDB_90582,2051,Oceania,New Zealand,,Southern Temperate,Pacific,-43.116669,172.483337,-58.45,-157.85,Waipara Greensand,,member,Ohuriawa Gorge S5,Waipara River,2,Teurian,Teurian,66,55.8,10.2,NZ Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Mannering and Hiller 2008,based on nearby landmark; coordinate based on Mount Karetu because Karetu Downs is shown on map as about 1 km to the west,valid,,,Mannering & Hiller 2008,mannering & hiller 2008
PBDB_90583,2051,Oceania,New Zealand,,Southern Temperate,Pacific,-43.116669,172.483337,-57.91,-158.04,Waipara Greensand,,member,Ohuriawa Gorge S6,Waipara River,2,Teurian,Teurian,66,55.8,10.2,NZ Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Mannering and Hiller 2008,based on nearby landmark; coordinate based on Mount Karetu because Karetu Downs is shown on map as about 1 km to the west,valid,,,Mannering & Hiller 2008,mannering & hiller 2008
PBDB_90584,2051,Oceania,New Zealand,,Southern Temperate,Pacific,-43.116669,172.483337,-58.99,-158.04,Waipara Greensand,,member,Ohuriawa Gorge S7,Waipara River,5,Teurian,Teurian,66,55.8,10.2,NZ Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Mannering and Hiller 2008,based on nearby landmark; coordinate based on Mount Karetu because Karetu Downs is shown on map as about 1 km to the west,valid,,,Mannering & Hiller 2008,mannering & hiller 2008
PBDB_90585,2050,Oceania,New Zealand,,Southern Temperate,Pacific,-43.049999,172.616669,-60.84,-158.02,Loburn Mudstone,,member,Waipara River K/T Boundary Section,,1,Teurian,Teurian,66,55.8,10.2,NZ Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Mannering and Hiller 2008,"based on nearby landmark; coordinate extrapolated northwards from Boby Stream, shown on map as about 2 km south of the ford",valid,,,Mannering & Hiller 2008,mannering & hiller 2008
L_3052,3792,North America,United States,Mississippi,Northern Temperate,Pacific,34.582806,-88.632861,38.32,-62.71,,,bed,Frankstown,,16,Campanian,Campanian,83.6,72.1,11.5,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Manning and Dockery 1992,coordinates estimated from a map; Chimaeras and hybodonts also reported in this study,valid,age justified in the text,"teeth, vertebrae, coprolites",Manning & Dockery 1992,manning & dockery 1992
L_972,4678,Europe,Spain,Alicante,Northern Temperate,Atlantic,38.31993,-0.74377,37.99,-0.83,,,,Pantano,,15,late Miocene,late Miocene,11.63,5.333,6.297,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Marin 1992,"coordinates estimated from a map, authors assigned the site to the late Tortonian; bony fishes also reported from this site",valid,authors assigned the site to the late Tortonian,teeth,Marin 1992,marin 1992
L_973,4679,Europe,Spain,Alicante,Northern Temperate,Atlantic,38.2835,-0.72428,38.16,-0.75,,,,Butano,,8,late Pliocene,late Pliocene,3.6,2.58,1.02,Sub-Epoch,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Marin 1992,coordinates estimated from a map; bony fishes also reported from this site,valid,age justified in the text,teeth,Marin 1992,marin 1992
PBDB_173640,625,Africa,Tunisia,Sidi Bouzid,Northern Temperate,Neo-Tethys,32.810555,9.133333333,28.13,8.37,,,bed,Djebel el Kébar,,54,Bartonian,Bartonian,41.2,37.71,3.49,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Marivaux et al. 2014,"stated in text; K√©bar 1 (KEB-1), southern flank of Djebel el K√©bar, Amamria hamlet, Soug-Jedid village (Sidi Bouzid region), central Tunisia",valid,From PBDB: Late middle Eocene (Bartonian). Dated at ~39.5 Ma by radiometric K-Ar analyses performed on grains of glauconite extracted from the glauconitic clays embedding the fossils of KEB-1,,Marivaux Et Al. 2014,marivaux et al. 2014
PBDB_77596,1920,North America,United States,Georgia,Northern Temperate,Pacific,31.191944,-81.540001,31.43,-81.09,,,,Turtle River,,2,Pleistocene,Pleistocene,2.58,0.0117,2.5683,Epoch,Pleistocene,Pleistocene,Quaternary,Quaternary,Cenozoic,Cenozoic,Markewich et al. 1992,stated in text; at Brunswick,valid,,,Markewich Et Al. 1992,markewich et al. 1992
L_2871,3625,Europe,Spain,Cataluña,Northern Temperate,Tethys Seaway,42.180608,1.797345,38.71,1.86,Tremp Formation,,,Mina Esquirol site,,1,Maastrichtian,Maastrichtian,72.1,66,6.1,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Marmi et al. 2010,coordinates estimated from a map,valid,age justified in the text,fin spines,Marmi Et Al. 2010,marmi et al. 2010
L_2872,3626,Europe,Spain,Cataluña,Northern Temperate,Tethys Seaway,42.182197,1.863871,39.17,1.78,Tremp Formation,,,Plaça de Sant Romà site,,1,Maastrichtian,Maastrichtian,72.1,66,6.1,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Marmi et al. 2010,coordinates estimated from a map,valid,age justified in the text,fin spines,Marmi Et Al. 2010,marmi et al. 2010
PBDB_46084,1543,South America,Peru,Caraveli,Tropical,Pacific,-15.551389,-74.799164,-15.24,-73.71,Pisco,,group of beds,"Sud Sacaco, Montemar",MTM,7,Tortonian,Messinian,11.63,5.333,6.297,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Marocco and de Muizon 1988,"stated in text; Approximate geo- graphic coordinates: 15¬∞33‚Ä≤5.24‚Ä≤‚Ä≤S, 74¬∞47‚Ä≤57.23‚Ä≤‚Ä≤W (Benites-Palomino et al. 2020)",valid,"age based on Ehret et al., 2012; From PBDB: 4.5-6 Ma (Stucchi & Urbina, 2004); 7.3 - 7.0 Ma (Ehret et al 2012)\r\nMTM horizon at Montemar, Sacaco Area, Caraveli Province, Arequipa, Peru (Fig. 1A). This horizon ranges from 7.3 to 7.0 Ma (latest Tortonian‚Äìearliest Messinian, late Miocene)\r\n\r\nBosio et al. 2020: Strontium isotope stratigraphy suggests Langhian‚ÄìSerravallian age (14.8‚Äì12.4 Ma) for the P0 sequence of the Pisco Formation (see Fig. 9). Overlying P1 and P2 layers (including SAO horizon) reflects cooling from the late Serravallian‚ÄìMessinian onwards. Bosio et al. 2019 use Ar dating of tephra layers within the Pisco Fm. with results suggesting P1 age between 9.5 and 8.6 Ma, and that of P2 between 8.4 and 6.7 Ma.",,Marocco & de Muizon 1988,marocco & de muizon 1988
